subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
al_li_ 1997_05_12_171_m 1041 2 1 0 67 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 816 05-Apr-2022 11:55:10 -4.832177e+02 2.591218e+01 0 1
al_li_ 1997_05_12_171_m 1041 2 2 0 9 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 684 05-Apr-2022 11:55:13 3.503031e+02 2.827658e+02 0 0
al_li_ 1997_05_12_171_m 1041 2 3 0 51 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 549 05-Apr-2022 11:55:16 -1.316026e+01 2.541042e+02 0 0
al_li_ 1997_05_12_171_m 1041 2 4 0 18 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 692 05-Apr-2022 11:55:41 -3.507376e+02 2.415680e+01 0 1
al_li_ 1997_05_12_171_m 1041 2 5 0 43 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 531 05-Apr-2022 11:55:43 -3.375106e+02 -8.033415e+01 0 0
al_li_ 1997_05_12_171_m 1041 2 6 0 49 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 676 05-Apr-2022 11:55:46 4.678635e+02 -1.422814e+01 0 0
al_li_ 1997_05_12_171_m 1041 2 7 0 4 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 480 05-Apr-2022 11:55:49 2.128388e+02 4.438572e+02 0 0
al_li_ 1997_05_12_171_m 1041 2 8 0 44 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 711 05-Apr-2022 11:56:04 -1.178442e+02 -1.350443e+02 0 1
al_li_ 1997_05_12_171_m 1041 2 9 0 34 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 544 05-Apr-2022 11:56:07 -4.309972e+02 3.214613e+02 0 0
al_li_ 1997_05_12_171_m 1041 2 10 0 60 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 509 05-Apr-2022 11:56:10 -1.638759e+02 -4.484034e+02 0 0
al_li_ 1997_05_12_171_m 1041 2 11 0 80 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 571 05-Apr-2022 11:56:13 1.102662e+02 -2.686122e+02 0 0
al_li_ 1997_05_12_171_m 1041 2 12 0 62 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 693 05-Apr-2022 11:56:34 -3.410657e+02 -3.633871e+02 0 1
al_li_ 1997_05_12_171_m 1041 2 13 0 10 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 600 05-Apr-2022 11:56:37 9.271966e+00 2.401595e+02 0 0
al_li_ 1997_05_12_171_m 1041 2 14 0 23 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/3_noeffect.mov 585 05-Apr-2022 11:56:40 -2.785851e+02 -2.161482e+02 0 0
