subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
na_sa_ 1995_09_26_173_f 1031 2 1 0 69 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1140 10-Mar-2022 10:45:34 1.147351e+02 3.198148e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 2 0 7 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 608 10-Mar-2022 10:45:37 2.146567e+02 2.601025e+01 0 0
na_sa_ 1995_09_26_173_f 1031 2 3 0 64 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 905 10-Mar-2022 10:45:41 -3.472529e+02 3.347451e+01 0 0
na_sa_ 1995_09_26_173_f 1031 2 4 0 22 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/3_noeffect.mov 924 10-Mar-2022 10:45:59 3.142871e+02 3.055611e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 5 0 23 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/3_noeffect.mov 938 10-Mar-2022 10:46:02 -3.477293e+01 -2.001969e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 6 0 6 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 868 10-Mar-2022 10:46:06 4.698344e+02 2.465780e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 7 0 78 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 710 10-Mar-2022 10:46:09 -4.900043e+02 -1.612865e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 8 0 19 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 857 10-Mar-2022 10:46:34 1.891177e+01 3.667498e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 9 0 1 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 676 10-Mar-2022 10:46:37 -9.764018e+01 -4.366047e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 10 0 54 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 943 10-Mar-2022 10:46:40 -7.477219e+01 -3.066328e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 11 0 62 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 735 10-Mar-2022 10:46:43 2.576676e+02 -2.741219e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 12 0 3 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 894 10-Mar-2022 10:47:09 -1.074140e+02 -3.947718e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 13 0 44 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 769 10-Mar-2022 10:47:12 4.932015e+00 -1.043423e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 14 0 20 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 717 10-Mar-2022 10:47:15 4.793692e+02 2.061172e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 15 0 68 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 560 10-Mar-2022 10:47:18 -1.890841e+02 -6.520470e+01 0 0
na_sa_ 1995_09_26_173_f 1031 2 16 0 75 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1287 10-Mar-2022 10:47:40 2.439330e+02 6.886790e+01 0 1
na_sa_ 1995_09_26_173_f 1031 2 17 0 13 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 1115 10-Mar-2022 10:47:44 1.218333e+02 -2.062651e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 18 0 29 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 519 10-Mar-2022 10:47:46 -1.384460e+02 2.419444e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 19 0 12 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 1139 10-Mar-2022 10:47:50 3.431246e+02 8.129853e+01 0 0
na_sa_ 1995_09_26_173_f 1031 2 20 0 33 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 1716 10-Mar-2022 10:48:08 -4.306361e+02 1.267083e+01 0 1
na_sa_ 1995_09_26_173_f 1031 2 21 0 39 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 1350 10-Mar-2022 10:48:11 -2.527380e+02 3.585948e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 22 0 14 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 1041 10-Mar-2022 10:48:15 5.339770e+01 5.562174e+01 0 0
na_sa_ 1995_09_26_173_f 1031 2 23 0 40 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 981 10-Mar-2022 10:48:18 4.150067e+00 2.843714e+01 0 0
na_sa_ 1995_09_26_173_f 1031 2 24 0 18 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 2118 10-Mar-2022 10:48:44 -4.992908e+01 -1.381159e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 25 0 77 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 714 10-Mar-2022 10:48:47 -9.612868e+01 -1.739885e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 26 0 24 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/3_noeffect.mov 493 10-Mar-2022 10:48:50 2.668699e+02 6.404927e+01 0 0
na_sa_ 1995_09_26_173_f 1031 2 27 0 72 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 567 10-Mar-2022 10:48:53 3.389005e+02 -3.165402e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 28 0 58 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 820 10-Mar-2022 10:49:14 -3.624663e+02 -2.940841e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 29 0 60 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 641 10-Mar-2022 10:49:17 -1.575238e+01 -4.235924e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 30 0 65 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 636 10-Mar-2022 10:49:20 -6.305726e+01 -2.461697e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 31 0 31 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 1218 10-Mar-2022 10:49:24 -3.025493e+02 4.425877e+00 0 0
na_sa_ 1995_09_26_173_f 1031 2 32 0 47 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 2215 10-Mar-2022 10:49:40 -4.023283e+02 -1.463225e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 33 0 27 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 844 10-Mar-2022 10:49:43 -4.343077e+02 -3.951578e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 34 0 53 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 656 10-Mar-2022 10:49:46 -9.123653e+00 3.816804e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 35 0 76 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 672 10-Mar-2022 10:49:50 3.773802e+02 -3.803695e+02 0 0
na_sa_ 1995_09_26_173_f 1031 2 36 0 2 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 1824 10-Mar-2022 10:50:26 2.206878e+02 2.135429e+02 0 1
na_sa_ 1995_09_26_173_f 1031 2 37 0 8 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 700 10-Mar-2022 10:50:29 -1.989759e+01 3.306707e+02 0 0
