subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
sa_pa_ 2003_03_22_601_f 1051 2 1 0 38 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 793 29-Apr-2022 14:41:54 1.677662e+01 -2.434226e+02 0 1
sa_pa_ 2003_03_22_601_f 1051 2 2 0 49 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 502 29-Apr-2022 14:41:57 3.747452e+02 2.228522e+01 0 0
sa_pa_ 2003_03_22_601_f 1051 2 3 0 60 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 544 29-Apr-2022 14:42:00 -2.292516e+02 4.277449e+02 0 0
sa_pa_ 2003_03_22_601_f 1051 2 4 0 63 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 598 29-Apr-2022 14:42:21 1.544352e+02 -4.137350e+02 0 1
sa_pa_ 2003_03_22_601_f 1051 2 5 0 62 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 670 29-Apr-2022 14:42:24 -4.898896e+02 5.156970e+01 0 0
sa_pa_ 2003_03_22_601_f 1051 2 6 0 18 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 657 29-Apr-2022 14:42:27 2.924380e+02 5.275667e+01 0 0
sa_pa_ 2003_03_22_601_f 1051 2 7 0 77 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 478 29-Apr-2022 14:42:30 1.021669e+02 -1.218776e+02 0 0
sa_pa_ 2003_03_22_601_f 1051 2 8 0 9 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 546 29-Apr-2022 14:42:54 -1.204526e+02 -1.977573e+02 0 1
sa_pa_ 2003_03_22_601_f 1051 2 9 0 59 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 517 29-Apr-2022 14:42:57 -7.507502e+01 -2.690192e+01 0 0
sa_pa_ 2003_03_22_601_f 1051 2 10 0 27 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 780 29-Apr-2022 14:43:00 3.925488e+01 4.448874e+02 0 0
