subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
al_ba_ 1997_05_07_700_f 1062 3 1 0 60 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 748 28-Jul-2022 10:15:22 -6.917106e+01 4.081041e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 2 0 52 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 469 28-Jul-2022 10:15:25 6.715042e+01 8.128860e+01 0 0
al_ba_ 1997_05_07_700_f 1062 3 3 0 41 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 567 28-Jul-2022 10:15:28 3.945687e+02 2.931929e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 4 0 47 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 782 28-Jul-2022 10:15:43 -3.119244e+02 3.271238e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 5 0 37 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 767 28-Jul-2022 10:15:46 -2.567003e+02 -2.743356e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 6 0 57 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 502 28-Jul-2022 10:15:49 -3.603675e+02 1.562997e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 7 0 30 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 539 28-Jul-2022 10:15:52 -4.827414e+02 1.364182e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 8 0 63 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 705 28-Jul-2022 10:16:13 -4.742973e+02 4.432295e+01 0 1
al_ba_ 1997_05_07_700_f 1062 3 9 0 51 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 482 28-Jul-2022 10:16:16 7.171592e+01 9.466075e+01 0 0
al_ba_ 1997_05_07_700_f 1062 3 10 0 2 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 544 28-Jul-2022 10:16:19 -1.104247e+02 -2.352140e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 11 0 69 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 568 28-Jul-2022 10:16:22 -2.730644e+02 2.368429e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 12 0 45 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 578 28-Jul-2022 10:16:37 3.715726e+02 3.306127e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 13 0 31 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 721 28-Jul-2022 10:16:40 2.437628e+02 -1.218473e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 14 0 15 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 620 28-Jul-2022 10:16:43 4.019670e+02 -1.821243e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 15 0 8 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 530 28-Jul-2022 10:16:46 -4.674134e+02 -2.741280e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 16 0 79 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 662 28-Jul-2022 10:17:07 -3.987100e+01 1.883522e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 17 0 77 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 536 28-Jul-2022 10:17:10 1.929406e+01 6.575694e+01 0 0
al_ba_ 1997_05_07_700_f 1062 3 18 0 9 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 612 28-Jul-2022 10:17:13 3.323892e+02 -1.323984e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 19 0 67 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 530 28-Jul-2022 10:17:16 3.481598e+01 -3.226928e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 20 0 21 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/3_noeffect.mov 776 28-Jul-2022 10:17:45 1.977929e+02 -1.658661e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 21 0 70 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 600 28-Jul-2022 10:17:47 1.526938e+02 -3.088686e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 22 0 24 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/3_noeffect.mov 754 28-Jul-2022 10:17:51 3.604573e+02 8.606894e+01 0 0
al_ba_ 1997_05_07_700_f 1062 3 23 0 7 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 635 28-Jul-2022 10:17:54 4.097437e+02 -1.796915e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 24 0 80 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 994 28-Jul-2022 10:18:16 4.933720e+02 -3.358906e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 25 0 73 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 577 28-Jul-2022 10:18:19 1.861818e+02 3.789770e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 26 0 53 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 816 28-Jul-2022 10:18:22 -3.982138e+02 2.473857e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 27 0 10 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 662 28-Jul-2022 10:18:25 -3.218789e+02 4.476733e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 28 0 50 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 735 28-Jul-2022 10:18:44 -3.302049e+02 1.050240e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 29 0 27 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 735 28-Jul-2022 10:18:47 -2.285315e+02 -4.195136e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 30 0 66 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 570 28-Jul-2022 10:18:50 2.682930e+02 2.947948e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 31 0 43 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 514 28-Jul-2022 10:18:53 9.123428e+00 2.614103e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 32 0 40 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 792 28-Jul-2022 10:19:09 3.035945e+02 -2.563571e+02 0 1
al_ba_ 1997_05_07_700_f 1062 3 33 0 34 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 625 28-Jul-2022 10:19:12 3.447875e+02 1.076276e+02 0 0
al_ba_ 1997_05_07_700_f 1062 3 34 0 49 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/7_noeffect.mov 630 28-Jul-2022 10:19:15 4.413868e+02 -1.308625e+02 0 0
