subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
gi_pa_ 2003_06_30_649_m 1057 3 1 0 67 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 714 29-Apr-2022 15:40:07 -3.088126e+02 7.846443e+01 0 1
gi_pa_ 2003_06_30_649_m 1057 3 2 0 26 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 539 29-Apr-2022 15:40:10 -4.018727e+02 -2.843986e+02 0 0
gi_pa_ 2003_06_30_649_m 1057 3 3 0 27 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/4_noeffect.mov 516 29-Apr-2022 15:40:12 -3.545707e+02 -3.666392e+02 0 0
gi_pa_ 2003_06_30_649_m 1057 3 4 0 10 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/2_noeffect.mov 672 29-Apr-2022 15:40:37 -1.873683e+00 -4.093162e+02 0 1
gi_pa_ 2003_06_30_649_m 1057 3 5 0 77 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/9_noeffect.mov 365 29-Apr-2022 15:40:40 -1.136752e+02 4.703015e+01 0 0
gi_pa_ 2003_06_30_649_m 1057 3 6 0 38 45 -45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 686 29-Apr-2022 15:40:43 4.283701e+02 -1.433431e+02 0 0
gi_pa_ 2003_06_30_649_m 1057 3 7 0 39 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/5_noeffect.mov 444 29-Apr-2022 15:40:46 5.648147e+01 1.330432e+02 0 0
gi_pa_ 2003_06_30_649_m 1057 3 8 0 64 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 586 29-Apr-2022 15:41:07 -2.897096e+02 4.159877e+02 0 1
gi_pa_ 2003_06_30_649_m 1057 3 9 0 57 45 45 right 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/8_noeffect.mov 513 29-Apr-2022 15:41:09 -2.888094e+02 4.647181e+02 0 0
gi_pa_ 2003_06_30_649_m 1057 3 10 0 8 -45 -45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/1_noeffect.mov 365 29-Apr-2022 15:41:12 -3.796286e+02 -9.009920e+01 0 0
gi_pa_ 2003_06_30_649_m 1057 3 11 0 47 -45 45 left 1 3 /Users/corrado/Documents/experiments/2019/surprise/stim/6_noeffect.mov 1008 29-Apr-2022 15:41:15 -4.702935e+02 2.884818e+02 0 0
