subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
il_mo_ 1999_02_03_415_f 918 1 1 1 63 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 1275 15-May-2019 13:57:53 -3.031543e+02 -1.378261e+02 0 1
il_mo_ 1999_02_03_415_f 918 1 2 1 72 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 911 15-May-2019 13:57:56 3.835532e+02 3.380024e+01 0 0
il_mo_ 1999_02_03_415_f 918 1 3 1 44 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_effect.mov 686 15-May-2019 13:57:59 -2.824176e+02 -3.794328e+02 1 0
il_mo_ 1999_02_03_415_f 918 1 4 1 17 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_effect.mov 970 15-May-2019 13:58:18 -1.305960e+02 4.118543e+02 1 1
il_mo_ 1999_02_03_415_f 918 1 5 1 49 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 923 15-May-2019 13:58:21 3.868353e+02 1.897220e+02 1 0
il_mo_ 1999_02_03_415_f 918 1 6 1 54 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 665 15-May-2019 13:58:24 -1.319690e+01 -1.100110e+02 0 0
il_mo_ 1999_02_03_415_f 918 1 7 1 38 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 797 15-May-2019 13:58:27 2.319934e+02 -4.839640e+02 0 0
il_mo_ 1999_02_03_415_f 918 1 8 1 29 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 737 15-May-2019 13:58:44 -2.539394e+02 -3.090214e+01 0 1
il_mo_ 1999_02_03_415_f 918 1 9 1 25 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_effect.mov 826 15-May-2019 13:58:47 -1.541183e+02 -3.951913e+02 1 0
il_mo_ 1999_02_03_415_f 918 1 10 1 50 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 637 15-May-2019 13:58:50 3.072114e+02 -1.386509e+02 1 0
