subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
be_ma_ 1997_03_23_703_f 881 3 1 1 8 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 894 10-May-2019 17:49:36 -2.761461e+02 -6.518640e+01 1 1
be_ma_ 1997_03_23_703_f 881 3 2 1 55 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 979 10-May-2019 17:49:40 -1.720457e+02 1.358655e+02 0 0
be_ma_ 1997_03_23_703_f 881 3 3 1 10 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_effect.mov 718 10-May-2019 17:49:43 2.363727e+02 -4.798001e+02 1 0
be_ma_ 1997_03_23_703_f 881 3 4 1 6 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 2011 10-May-2019 17:50:09 -2.814323e+02 -2.287711e+02 1 1
be_ma_ 1997_03_23_703_f 881 3 5 1 5 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 459 10-May-2019 17:50:11 -3.401169e+02 -2.272057e+02 1 0
be_ma_ 1997_03_23_703_f 881 3 6 1 9 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_effect.mov 479 10-May-2019 17:50:14 -4.772645e+02 1.281396e+02 1 0
be_ma_ 1997_03_23_703_f 881 3 7 1 11 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_effect.mov 554 10-May-2019 17:50:17 2.650254e+02 1.921292e+02 1 0
be_ma_ 1997_03_23_703_f 881 3 8 1 28 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_effect.mov 643 10-May-2019 17:50:34 2.831425e+02 4.013860e+02 1 1
be_ma_ 1997_03_23_703_f 881 3 9 1 47 -45 45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 377 10-May-2019 17:50:37 -8.122706e+01 4.169367e+02 0 0
be_ma_ 1997_03_23_703_f 881 3 10 1 46 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 575 10-May-2019 17:50:40 1.087191e+02 3.144209e+02 0 0
be_ma_ 1997_03_23_703_f 881 3 11 1 57 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_effect.mov 570 10-May-2019 17:50:43 -3.661273e+02 -3.246120e+02 1 0
be_ma_ 1997_03_23_703_f 881 3 12 1 63 -45 45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 618 10-May-2019 17:51:04 -4.194944e+01 3.438593e+02 0 1
be_ma_ 1997_03_23_703_f 881 3 13 1 33 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_effect.mov 857 10-May-2019 17:51:07 -3.223494e+02 -1.592084e+02 1 0
be_ma_ 1997_03_23_703_f 881 3 14 1 43 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_effect.mov 451 10-May-2019 17:51:10 -4.085698e+02 -9.174260e+01 1 0
be_ma_ 1997_03_23_703_f 881 3 15 1 52 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 506 10-May-2019 17:51:13 -4.797106e+02 2.709592e+02 1 0
be_ma_ 1997_03_23_703_f 881 3 16 1 42 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_effect.mov 1047 10-May-2019 17:51:28 2.820420e+02 1.707894e+02 1 1
be_ma_ 1997_03_23_703_f 881 3 17 1 71 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 608 10-May-2019 17:51:31 -3.056594e+02 -4.716202e+02 0 0
