subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
ni_sc_ 1998_08_25_204_m 906 3 1 1 71 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1501 15-May-2019 11:16:56 -1.664040e+02 4.747835e+01 0 1
ni_sc_ 1998_08_25_204_m 906 3 2 1 29 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 1557 15-May-2019 11:17:00 4.444459e+02 -4.716612e+02 0 0
ni_sc_ 1998_08_25_204_m 906 3 3 1 4 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_effect.mov 807 15-May-2019 11:17:04 2.348347e+02 -1.592200e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 4 1 10 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_effect.mov 893 15-May-2019 11:17:29 -2.945336e+02 2.670740e+02 1 1
ni_sc_ 1998_08_25_204_m 906 3 5 1 68 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_effect.mov 755 15-May-2019 11:17:32 3.691852e+02 4.030343e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 6 1 67 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_effect.mov 799 15-May-2019 11:17:35 2.540679e+01 -2.713391e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 7 1 51 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 698 15-May-2019 11:17:38 -2.322779e+02 -5.341323e+01 1 0
ni_sc_ 1998_08_25_204_m 906 3 8 1 49 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 815 15-May-2019 11:17:58 -4.454924e+02 -2.821105e+02 1 1
ni_sc_ 1998_08_25_204_m 906 3 9 1 30 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 622 15-May-2019 11:18:01 -2.890141e+02 -4.890451e+02 0 0
ni_sc_ 1998_08_25_204_m 906 3 10 1 38 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 463 15-May-2019 11:18:03 -4.371124e+02 -1.474405e+02 0 0
ni_sc_ 1998_08_25_204_m 906 3 11 1 20 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_effect.mov 639 15-May-2019 11:18:06 -1.707526e+02 1.744279e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 12 1 32 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 703 15-May-2019 11:18:23 1.997011e+02 -9.463821e+01 0 1
ni_sc_ 1998_08_25_204_m 906 3 13 1 15 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 607 15-May-2019 11:18:26 3.976624e+02 -3.706952e+02 0 0
ni_sc_ 1998_08_25_204_m 906 3 14 1 54 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 532 15-May-2019 11:18:29 -4.062093e+02 4.314433e+01 0 0
ni_sc_ 1998_08_25_204_m 906 3 15 1 34 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_effect.mov 511 15-May-2019 11:18:32 -2.495612e+02 -3.621168e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 16 1 64 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 607 15-May-2019 11:18:53 -3.845723e+02 2.177011e+02 0 1
ni_sc_ 1998_08_25_204_m 906 3 17 1 65 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_effect.mov 565 15-May-2019 11:18:56 -4.842920e+02 3.772834e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 18 1 28 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_effect.mov 520 15-May-2019 11:18:59 3.670212e+02 1.788855e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 19 1 56 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 670 15-May-2019 11:19:02 4.360541e+02 1.769290e+02 0 0
ni_sc_ 1998_08_25_204_m 906 3 20 1 44 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_effect.mov 623 15-May-2019 11:19:17 2.532206e+02 -2.076122e+02 1 1
ni_sc_ 1998_08_25_204_m 906 3 21 1 7 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 568 15-May-2019 11:19:20 -2.827421e+02 -4.042212e+02 1 0
ni_sc_ 1998_08_25_204_m 906 3 22 1 16 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 442 15-May-2019 11:19:22 4.075456e+02 -1.352188e+02 0 0
