subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
ni_sc_ 1998_08_25_204_m 907 3 1 0 80 -45 -45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 807 15-May-2019 11:26:20 -4.327651e+02 8.031873e+01 0 1
ni_sc_ 1998_08_25_204_m 907 3 2 0 48 -45 -45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 515 15-May-2019 11:26:23 3.514716e+02 -1.897946e+02 0 0
ni_sc_ 1998_08_25_204_m 907 3 3 0 27 -45 45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 640 15-May-2019 11:26:26 1.302542e+02 -2.926437e+02 0 0
ni_sc_ 1998_08_25_204_m 907 3 4 0 60 -45 -45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 643 15-May-2019 11:26:47 1.425885e+02 2.631542e+02 0 1
ni_sc_ 1998_08_25_204_m 907 3 5 0 37 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 855 15-May-2019 11:26:50 3.134977e+02 -2.133209e+02 0 0
ni_sc_ 1998_08_25_204_m 907 3 6 0 2 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 888 15-May-2019 11:26:53 -4.125608e+02 4.911718e+02 0 0
ni_sc_ 1998_08_25_204_m 907 3 7 0 77 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 586 15-May-2019 11:26:56 2.910470e+02 -1.841490e+02 0 0
ni_sc_ 1998_08_25_204_m 907 3 8 0 59 -45 45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 858 15-May-2019 11:27:17 4.881231e+02 -4.748946e+02 0 1
ni_sc_ 1998_08_25_204_m 907 3 9 0 41 45 45 left 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 783 15-May-2019 11:27:20 2.343513e+02 2.953657e+02 0 0
ni_sc_ 1998_08_25_204_m 907 3 10 0 7 -45 45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 592 15-May-2019 11:27:23 4.566517e+02 -1.730521e+02 0 0
