subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
al_ma_ 2000_102_10_270_f 900 3 1 0 75 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1167 14-May-2019 16:11:33 -1.700105e+02 -4.761524e+02 0 1
al_ma_ 2000_102_10_270_f 900 3 2 0 65 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 676 14-May-2019 16:11:36 -2.384379e+02 -1.548029e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 3 0 3 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 777 14-May-2019 16:11:39 3.555137e+02 -4.836879e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 4 0 51 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 1636 14-May-2019 16:11:59 2.989494e+02 -1.389094e+02 0 1
al_ma_ 2000_102_10_270_f 900 3 5 0 5 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 652 14-May-2019 16:12:02 1.825021e+02 -1.871235e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 6 0 54 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 904 14-May-2019 16:12:05 1.729912e+02 -3.044676e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 7 0 28 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 992 14-May-2019 16:12:09 4.013482e+02 -4.313997e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 8 0 48 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 1096 14-May-2019 16:12:24 2.113213e+02 -4.528721e+02 0 1
al_ma_ 2000_102_10_270_f 900 3 9 0 63 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 672 14-May-2019 16:12:27 7.785234e+01 3.276252e+01 0 0
al_ma_ 2000_102_10_270_f 900 3 10 0 61 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 636 14-May-2019 16:12:30 -1.205318e+02 -1.500281e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 11 0 1 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 803 14-May-2019 16:12:33 2.850568e+02 -6.274639e+01 0 0
al_ma_ 2000_102_10_270_f 900 3 12 0 56 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 973 14-May-2019 16:12:52 -2.331221e+02 2.822199e+02 0 1
al_ma_ 2000_102_10_270_f 900 3 13 0 52 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 1123 14-May-2019 16:12:56 -3.967392e+01 -6.363610e+01 0 0
al_ma_ 2000_102_10_270_f 900 3 14 0 10 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 675 14-May-2019 16:12:59 -1.572145e+02 3.927429e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 15 0 14 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 647 14-May-2019 16:13:02 3.242064e+02 -1.456446e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 16 0 80 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1533 14-May-2019 16:13:25 6.013096e+01 2.734976e+02 0 1
al_ma_ 2000_102_10_270_f 900 3 17 0 45 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 923 14-May-2019 16:13:28 3.576801e+02 2.105056e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 18 0 15 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 987 14-May-2019 16:13:31 -2.830922e+02 -2.230212e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 19 0 16 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 614 14-May-2019 16:13:34 4.127132e+02 2.033210e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 20 0 46 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 920 14-May-2019 16:13:49 -2.919305e+02 1.580302e+01 0 1
al_ma_ 2000_102_10_270_f 900 3 21 0 6 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 636 14-May-2019 16:13:52 1.860814e+02 1.608280e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 22 0 72 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 933 14-May-2019 16:13:56 4.320936e+02 4.391107e+02 0 0
al_ma_ 2000_102_10_270_f 900 3 23 0 27 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 656 14-May-2019 16:13:59 1.767292e+01 -5.460210e+00 0 0
