subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
ch_si_1997_08_21_098_f 968 3 1 0 50 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 755 21-May-2019 14:21:52 1.548798e+02 4.768353e+02 0 1
ch_si_1997_08_21_098_f 968 3 2 0 29 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 719 21-May-2019 14:21:55 2.992401e+02 1.704812e+02 0 0
ch_si_1997_08_21_098_f 968 3 3 0 13 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 812 21-May-2019 14:21:58 -2.671857e+02 2.320890e+02 0 0
ch_si_1997_08_21_098_f 968 3 4 0 19 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 795 21-May-2019 14:22:23 2.276764e+02 -1.905228e+02 0 1
ch_si_1997_08_21_098_f 968 3 5 0 32 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 510 21-May-2019 14:22:26 -3.536148e+02 -1.308414e+02 0 0
ch_si_1997_08_21_098_f 968 3 6 0 54 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 589 21-May-2019 14:22:29 1.089461e+02 2.497069e+01 0 0
ch_si_1997_08_21_098_f 968 3 7 0 27 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 564 21-May-2019 14:22:31 -2.797789e+02 1.674072e+02 0 0
ch_si_1997_08_21_098_f 968 3 8 0 49 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 726 21-May-2019 14:22:51 1.093491e+02 -4.023583e+02 0 1
ch_si_1997_08_21_098_f 968 3 9 0 42 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 573 21-May-2019 14:22:53 1.726425e+02 -4.142722e+02 0 0
ch_si_1997_08_21_098_f 968 3 10 0 16 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 600 21-May-2019 14:22:56 3.054822e+02 4.707859e+02 0 0
ch_si_1997_08_21_098_f 968 3 11 0 7 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 547 21-May-2019 14:22:59 6.288574e+01 -3.111389e+02 0 0
ch_si_1997_08_21_098_f 968 3 12 0 21 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_noeffect.mov 705 21-May-2019 14:23:17 -1.023896e+02 4.609388e+02 0 1
ch_si_1997_08_21_098_f 968 3 13 0 5 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 496 21-May-2019 14:23:20 1.008068e+02 -3.349600e+02 0 0
ch_si_1997_08_21_098_f 968 3 14 0 61 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 492 21-May-2019 14:23:23 4.090666e+01 2.827914e+01 0 0
