subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
al_ti_ 1999_08_12_349_m 672 3 1 0 67 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 848 25-Mar-2019 12:55:38 -4.453709e+02 4.845934e+02 0 1
al_ti_ 1999_08_12_349_m 672 3 2 0 28 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 633 25-Mar-2019 12:55:41 -4.927781e+02 -2.598943e+02 0 0
al_ti_ 1999_08_12_349_m 672 3 3 0 41 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 579 25-Mar-2019 12:55:44 6.992941e+01 -4.529126e+02 0 0
al_ti_ 1999_08_12_349_m 672 3 4 0 79 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 756 25-Mar-2019 12:56:06 -4.232342e+02 -1.686768e+02 0 1
al_ti_ 1999_08_12_349_m 672 3 5 0 6 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 584 25-Mar-2019 12:56:09 -2.815783e+02 -2.119094e+00 0 0
al_ti_ 1999_08_12_349_m 672 3 6 0 64 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 525 25-Mar-2019 12:56:12 3.728122e+02 7.847432e+01 0 0
al_ti_ 1999_08_12_349_m 672 3 7 0 57 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 567 25-Mar-2019 12:56:15 -3.164889e+02 3.812549e+02 0 0
al_ti_ 1999_08_12_349_m 672 3 8 0 49 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 893 25-Mar-2019 12:56:34 2.703909e+01 -4.158140e+02 0 1
al_ti_ 1999_08_12_349_m 672 3 9 0 60 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 686 25-Mar-2019 12:56:37 -3.828310e+02 1.596100e+02 0 0
al_ti_ 1999_08_12_349_m 672 3 10 0 46 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 571 25-Mar-2019 12:56:40 2.307845e+02 2.147263e+02 0 0
