subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
sa_pr_ 1998_11_29_011_f 895 3 1 0 26 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 1271 14-May-2019 15:18:51 -2.002214e+02 3.752535e+02 0 1
sa_pr_ 1998_11_29_011_f 895 3 2 0 59 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 769 14-May-2019 15:18:54 3.623531e+02 -2.127433e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 3 0 80 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 645 14-May-2019 15:18:57 -3.175883e+02 4.668516e+01 0 0
sa_pr_ 1998_11_29_011_f 895 3 4 0 51 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 1580 14-May-2019 15:19:17 -3.938888e+02 2.614515e+02 0 1
sa_pr_ 1998_11_29_011_f 895 3 5 0 20 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 784 14-May-2019 15:19:20 -4.803009e+02 -4.975144e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 6 0 22 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_noeffect.mov 552 14-May-2019 15:19:23 -4.269511e+02 -1.377323e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 7 0 48 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 556 14-May-2019 15:19:25 -4.929477e+02 3.837290e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 8 0 39 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 1392 14-May-2019 15:19:43 -3.433070e+02 -1.818403e+02 0 1
sa_pr_ 1998_11_29_011_f 895 3 9 0 73 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 609 14-May-2019 15:19:46 4.690006e+02 -4.031463e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 10 0 14 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 782 14-May-2019 15:19:49 2.407673e+02 4.711791e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 11 0 23 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_noeffect.mov 673 14-May-2019 15:19:52 -1.173609e+02 4.699314e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 12 0 34 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 1912 14-May-2019 15:20:09 4.202511e+02 -3.558401e+02 0 1
sa_pr_ 1998_11_29_011_f 895 3 13 0 62 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 726 14-May-2019 15:20:12 3.510621e+02 1.960415e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 14 0 60 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 910 14-May-2019 15:20:16 -2.570834e+02 1.729074e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 15 0 64 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 575 14-May-2019 15:20:19 2.259984e+02 -1.964613e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 16 0 67 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 866 14-May-2019 15:20:41 -1.422831e+02 4.565356e+02 0 1
sa_pr_ 1998_11_29_011_f 895 3 17 0 77 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 830 14-May-2019 15:20:44 7.316356e+01 1.838414e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 18 0 30 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 631 14-May-2019 15:20:47 1.100650e+02 -3.871542e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 19 0 76 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 825 14-May-2019 15:20:50 2.367411e+02 -1.099291e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 20 0 35 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 894 14-May-2019 15:21:07 1.693742e+02 1.742091e+02 0 1
sa_pr_ 1998_11_29_011_f 895 3 21 0 79 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 643 14-May-2019 15:21:10 2.029654e+02 -3.448294e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 22 0 2 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 562 14-May-2019 15:21:13 2.124239e+02 3.689908e+01 0 0
sa_pr_ 1998_11_29_011_f 895 3 23 0 40 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 780 14-May-2019 15:21:16 -8.573867e+01 2.571696e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 24 0 75 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1597 14-May-2019 15:21:38 2.081058e+02 2.227870e+02 0 1
sa_pr_ 1998_11_29_011_f 895 3 25 0 1 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 712 14-May-2019 15:21:42 5.941381e+01 4.198200e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 26 0 70 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 601 14-May-2019 15:21:44 3.511654e+02 -1.155889e+02 0 0
sa_pr_ 1998_11_29_011_f 895 3 27 0 63 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 573 14-May-2019 15:21:47 -1.105598e+02 -4.589590e+02 0 0
