subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
as_ru_ 1998_01_31_792_f 602 3 1 0 54 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 964 30-May-2019 10:50:16 -4.660300e+01 -1.240817e+02 0 1
as_ru_ 1998_01_31_792_f 602 3 2 0 53 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 867 30-May-2019 10:50:19 -3.796650e+02 -1.414129e+02 0 0
as_ru_ 1998_01_31_792_f 602 3 3 0 61 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 708 30-May-2019 10:50:22 3.796846e+02 -2.061833e+02 0 0
as_ru_ 1998_01_31_792_f 602 3 4 0 60 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 917 30-May-2019 10:50:43 -1.695173e+02 8.088328e+01 0 1
as_ru_ 1998_01_31_792_f 602 3 5 0 71 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 561 30-May-2019 10:50:46 -1.751625e+02 -8.352917e+01 0 0
as_ru_ 1998_01_31_792_f 602 3 6 0 43 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 760 30-May-2019 10:50:49 3.669671e+02 4.187524e+02 0 0
as_ru_ 1998_01_31_792_f 602 3 7 0 44 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 575 30-May-2019 10:50:52 3.120781e+02 -1.627233e+02 0 0
as_ru_ 1998_01_31_792_f 602 3 8 0 26 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 1297 30-May-2019 10:51:10 -1.226311e+01 1.830801e+02 0 1
as_ru_ 1998_01_31_792_f 602 3 9 0 29 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 684 30-May-2019 10:51:13 -3.814005e+02 -1.604634e+01 0 0
as_ru_ 1998_01_31_792_f 602 3 10 0 37 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 630 30-May-2019 10:51:16 -3.658476e+02 2.450431e+02 0 0
as_ru_ 1998_01_31_792_f 602 3 11 0 25 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 836 30-May-2019 10:51:19 4.024598e+02 -4.995055e+02 0 0
as_ru_ 1998_01_31_792_f 602 3 12 0 33 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 672 30-May-2019 10:51:36 -1.200725e+02 4.557925e+02 0 1
as_ru_ 1998_01_31_792_f 602 3 13 0 46 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 877 30-May-2019 10:51:39 -1.390614e+02 -2.914132e+02 0 0
as_ru_ 1998_01_31_792_f 602 3 14 0 72 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 787 30-May-2019 10:51:42 2.081998e+02 -5.290218e+01 0 0
as_ru_ 1998_01_31_792_f 602 3 15 0 16 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 734 30-May-2019 10:51:46 1.712129e+02 -1.860193e+02 0 0
