subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
ch_si_1997_08_21_098_f 969 3 1 1 3 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_effect.mov 792 21-May-2019 14:33:10 -4.860901e+02 -2.212609e+02 1 1
ch_si_1997_08_21_098_f 969 3 2 1 30 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 631 21-May-2019 14:33:13 -4.385545e+02 4.962325e+02 0 0
ch_si_1997_08_21_098_f 969 3 3 1 18 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_effect.mov 527 21-May-2019 14:33:15 1.375154e+01 -3.003133e+02 1 0
ch_si_1997_08_21_098_f 969 3 4 1 43 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_effect.mov 768 21-May-2019 14:33:31 4.914465e+02 1.351706e+02 1 1
ch_si_1997_08_21_098_f 969 3 5 1 16 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 625 21-May-2019 14:33:34 -2.195976e+02 -2.792087e+02 0 0
ch_si_1997_08_21_098_f 969 3 6 1 10 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_effect.mov 642 21-May-2019 14:33:37 1.433043e+02 -3.810170e+02 1 0
ch_si_1997_08_21_098_f 969 3 7 1 48 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 594 21-May-2019 14:33:40 -4.717400e+01 -3.251101e+02 0 0
ch_si_1997_08_21_098_f 969 3 8 1 63 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 674 21-May-2019 14:34:01 4.085751e+02 9.356173e+01 0 1
ch_si_1997_08_21_098_f 969 3 9 1 13 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 646 21-May-2019 14:34:04 -2.968185e+02 -4.503324e+02 0 0
ch_si_1997_08_21_098_f 969 3 10 1 52 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 810 21-May-2019 14:34:07 -4.924778e+02 1.024837e+02 1 0
ch_si_1997_08_21_098_f 969 3 11 1 31 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 643 21-May-2019 14:34:10 1.365025e+02 -2.123368e+01 0 0
ch_si_1997_08_21_098_f 969 3 12 1 53 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 735 21-May-2019 14:34:29 3.437511e+02 4.071254e+02 0 1
ch_si_1997_08_21_098_f 969 3 13 1 36 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_effect.mov 633 21-May-2019 14:34:32 6.251877e+01 2.338867e+02 1 0
ch_si_1997_08_21_098_f 969 3 14 1 12 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_effect.mov 774 21-May-2019 14:34:35 4.831920e+02 3.822360e+02 1 0
ch_si_1997_08_21_098_f 969 3 15 1 49 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 677 21-May-2019 14:34:38 1.672766e+02 -4.935094e+02 1 0
ch_si_1997_08_21_098_f 969 3 16 1 59 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_effect.mov 744 21-May-2019 14:34:59 -5.926737e+01 -4.881075e+02 1 1
ch_si_1997_08_21_098_f 969 3 17 1 14 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 692 21-May-2019 14:35:02 3.062472e+02 1.733566e+02 0 0
ch_si_1997_08_21_098_f 969 3 18 1 36 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_effect.mov 797 21-May-2019 14:35:05 -4.258126e+02 -8.465202e+01 1 0
ch_si_1997_08_21_098_f 969 3 19 1 9 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_effect.mov 659 21-May-2019 14:35:08 3.897540e+02 4.998347e+02 1 0
