subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
training_2019_03_21 99 3 1 1 61 45 45 NORESP 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 2999 21-Mar-2019 14:14:24 -2.051518e+02 2.206594e+02 0 1
training_2019_03_21 99 3 2 1 50 45 -45 NORESP 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 2999 21-Mar-2019 14:14:30 5.117521e+00 -3.143915e+02 1 0
training_2019_03_21 99 3 3 1 2 45 -45 NORESP 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_effect.mov 2999 21-Mar-2019 14:14:35 4.103684e+02 -3.419658e+02 1 0
training_2019_03_21 99 3 4 1 57 45 45 NORESP 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_effect.mov 2999 21-Mar-2019 14:14:58 -9.266727e+01 -2.667806e+02 1 1
training_2019_03_21 99 3 5 1 66 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_effect.mov 2557 21-Mar-2019 14:15:03 4.322237e+02 2.608748e+02 1 0
training_2019_03_21 99 3 6 1 8 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 2800 21-Mar-2019 14:15:08 -3.362974e+01 -1.740840e+02 1 0
training_2019_03_21 99 3 7 1 13 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 2149 21-Mar-2019 14:15:13 -1.244458e+02 -4.865817e+02 0 0
training_2019_03_21 99 3 8 1 70 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 869 21-Mar-2019 14:15:35 1.160927e+02 -4.072040e+02 0 1
training_2019_03_21 99 3 9 1 36 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_effect.mov 740 21-Mar-2019 14:15:38 2.196102e+02 3.717656e+02 1 0
training_2019_03_21 99 3 10 1 55 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 534 21-Mar-2019 14:15:41 3.856770e+02 -9.929048e+01 0 0
training_2019_03_21 99 3 11 1 16 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 1240 21-Mar-2019 14:15:45 -2.085821e+02 -3.806412e+02 0 0
training_2019_03_21 99 3 12 1 38 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 697 21-Mar-2019 14:16:01 3.978187e+02 4.371313e+02 0 1
training_2019_03_21 99 3 13 1 7 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 764 21-Mar-2019 14:16:04 -1.176069e+02 -1.729477e+02 1 0
training_2019_03_21 99 3 14 1 34 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_effect.mov 561 21-Mar-2019 14:16:07 -1.085413e+02 2.514437e+02 1 0
training_2019_03_21 99 3 15 1 28 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_effect.mov 548 21-Mar-2019 14:16:10 -4.596295e+01 -4.771952e+02 1 0
training_2019_03_21 99 3 16 1 52 -45 -45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 815 21-Mar-2019 14:16:30 4.825163e+02 2.049200e+02 1 1
training_2019_03_21 99 3 17 1 5 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 687 21-Mar-2019 14:16:33 -7.538426e+01 1.710846e+01 1 0
training_2019_03_21 99 3 18 1 53 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 851 21-Mar-2019 14:16:37 4.186730e+02 -3.386514e+02 0 0
training_2019_03_21 99 3 19 1 64 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 773 21-Mar-2019 14:16:40 -2.277064e+02 -4.783806e+02 0 0
training_2019_03_21 99 3 20 1 36 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_effect.mov 1491 21-Mar-2019 14:16:58 -4.006793e+02 -2.274964e+02 1 1
training_2019_03_21 99 3 21 1 18 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_effect.mov 645 21-Mar-2019 14:17:01 -2.578357e+01 -1.349821e+02 1 0
training_2019_03_21 99 3 22 1 26 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_effect.mov 1415 21-Mar-2019 14:17:04 5.325947e-01 4.836788e+02 1 0
training_2019_03_21 99 3 23 1 63 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 881 21-Mar-2019 14:17:08 3.503378e+02 3.410452e+02 0 0
training_2019_03_21 99 3 24 1 72 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1050 21-Mar-2019 14:17:30 -3.059797e+02 3.092028e+02 0 1
training_2019_03_21 99 3 25 1 47 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 717 21-Mar-2019 14:17:33 -4.208348e+01 -2.496373e+02 0 0
training_2019_03_21 99 3 26 1 40 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 898 21-Mar-2019 14:17:36 -6.720285e+00 -3.906351e+02 0 0
training_2019_03_21 99 3 27 1 49 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_effect.mov 598 21-Mar-2019 14:17:40 4.380791e+02 2.467369e+02 1 0
training_2019_03_21 99 3 28 1 23 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_noeffect.mov 1221 21-Mar-2019 14:17:58 2.400465e+02 -3.676940e+02 0 1
training_2019_03_21 99 3 29 1 56 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 763 21-Mar-2019 14:18:02 1.238854e+02 -2.992791e+02 0 0
training_2019_03_21 99 3 30 1 30 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 611 21-Mar-2019 14:18:05 3.928217e+02 -3.272029e+01 0 0
training_2019_03_21 99 3 31 1 20 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_effect.mov 737 21-Mar-2019 14:18:08 3.421741e+02 4.719083e+02 1 0
training_2019_03_21 99 3 32 1 62 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 685 21-Mar-2019 14:18:29 -3.843451e+02 5.725321e+01 0 1
